id,dataset_name,folding,method
RNaseP_M.capricolum,archiveII,"[[1, 352], [2, 351], [3, 350], [4, 349], [5, 348], [6, 347], [7, 346], [8, 345], [9, 344], [10, 343], [11, 342], [13, 314], [14, 313], [15, 312], [16, 311], [17, 310], [18, 309], [19, 308], [20, 307], [21, 42], [22, 41], [23, 40], [24, 39], [25, 38], [26, 37], [27, 36], [28, 35], [44, 52], [45, 51], [46, 50], [53, 83], [54, 82], [55, 81], [56, 80], [57, 79], [61, 78], [62, 77], [63, 76], [64, 75], [65, 74], [66, 73], [89, 110], [90, 109], [91, 108], [92, 107], [93, 106], [94, 105], [112, 127], [113, 126], [114, 125], [115, 124], [116, 123], [117, 122], [130, 175], [131, 174], [132, 173], [133, 172], [134, 171], [135, 165], [136, 164], [137, 163], [140, 159], [141, 158], [142, 157], [145, 154], [146, 153], [183, 245], [184, 244], [185, 243], [186, 242], [191, 237], [192, 236], [193, 235], [197, 232], [198, 231], [199, 230], [200, 229], [201, 228], [204, 224], [205, 223], [206, 222], [207, 221], [213, 220], [214, 219], [255, 285], [256, 284], [257, 283], [258, 282], [259, 281], [260, 280], [261, 279], [264, 276], [265, 275], [286, 299], [287, 298], [288, 297], [289, 296], [290, 295], [315, 324], [316, 323], [317, 322], [329, 338], [330, 337], [331, 336]]",RNAfold
tRNA_tdbR00000013-Pichia_jadinii-4903-Ala-IGC,archiveII,"[[1, 72], [2, 71], [3, 70], [4, 69], [5, 68], [7, 66], [8, 65], [10, 25], [11, 24], [12, 23], [13, 22], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [50, 64], [51, 63], [52, 62], [53, 61]]",RNAfold
RNaseP_E.coli-JM109,archiveII,"[[1, 373], [2, 372], [3, 371], [4, 370], [5, 369], [6, 368], [7, 367], [8, 366], [9, 365], [10, 364], [12, 70], [13, 69], [14, 68], [17, 65], [18, 64], [20, 61], [21, 60], [23, 58], [24, 57], [25, 56], [26, 55], [27, 54], [28, 53], [29, 52], [30, 50], [31, 49], [32, 48], [34, 47], [35, 46], [36, 45], [37, 44], [38, 43], [73, 93], [74, 92], [75, 91], [76, 89], [77, 88], [78, 87], [95, 363], [96, 362], [97, 361], [98, 360], [99, 359], [101, 358], [102, 357], [103, 356], [105, 355], [106, 354], [107, 353], [108, 117], [109, 116], [110, 115], [121, 231], [122, 230], [123, 229], [125, 228], [126, 227], [127, 226], [128, 225], [143, 179], [144, 178], [145, 177], [146, 176], [149, 169], [150, 168], [151, 167], [152, 165], [153, 164], [154, 163], [155, 162], [156, 161], [184, 202], [185, 201], [186, 200], [187, 199], [188, 198], [189, 197], [204, 224], [205, 223], [206, 222], [207, 221], [208, 220], [209, 218], [210, 217], [211, 216], [235, 246], [236, 245], [237, 244], [238, 243], [247, 304], [248, 303], [249, 302], [250, 301], [251, 298], [252, 297], [253, 296], [260, 290], [261, 289], [262, 288], [263, 287], [264, 286], [265, 285], [266, 284], [271, 283], [272, 282], [273, 281], [274, 280], [275, 279], [306, 325], [307, 324], [308, 323], [309, 322], [310, 321], [311, 320], [312, 319], [313, 318], [338, 350], [339, 349], [340, 348], [341, 347], [342, 346]]",RNAfold
RNaseP_SM-A4876,archiveII,"[[6, 288], [7, 287], [8, 286], [10, 285], [11, 284], [12, 283], [13, 282], [14, 281], [16, 279], [17, 278], [20, 275], [21, 274], [22, 273], [23, 215], [24, 214], [25, 213], [26, 212], [27, 211], [29, 209], [30, 208], [31, 207], [32, 46], [33, 45], [34, 44], [35, 43], [36, 42], [37, 41], [48, 59], [49, 58], [50, 57], [51, 56], [69, 205], [70, 204], [71, 203], [72, 202], [73, 201], [82, 108], [83, 107], [84, 106], [85, 105], [86, 101], [87, 100], [88, 99], [89, 98], [90, 97], [91, 96], [113, 131], [114, 130], [115, 129], [116, 128], [117, 127], [118, 126], [133, 152], [134, 151], [135, 150], [136, 149], [138, 147], [139, 146], [140, 145], [153, 200], [154, 199], [155, 198], [156, 197], [157, 196], [158, 195], [163, 190], [164, 189], [165, 188], [166, 187], [171, 181], [172, 180], [219, 271], [220, 270], [221, 269], [222, 268], [223, 267], [226, 261], [227, 260], [228, 259], [230, 257], [231, 256], [232, 255], [234, 254], [235, 253], [236, 252], [237, 251], [238, 249], [239, 248], [240, 247], [241, 246]]",RNAfold
srp_Salm.ente._AL627266,archiveII,"[[1, 94], [2, 93], [3, 92], [4, 91], [5, 90], [6, 89], [7, 88], [8, 87], [9, 85], [10, 83], [11, 82], [12, 81], [13, 80], [14, 79], [15, 77], [16, 76], [17, 74], [18, 73], [19, 72], [20, 71], [23, 68], [24, 66], [25, 65], [26, 64], [27, 63], [28, 62], [29, 61], [30, 60], [35, 58], [36, 57], [37, 56], [42, 51], [43, 50], [44, 49]]",RNAfold
srp_Tryp.cong._SDB-5692,archiveII,"[[3, 18], [4, 17], [5, 16], [6, 15], [7, 14], [8, 13], [22, 32], [23, 31], [24, 30], [25, 29], [36, 276], [37, 275], [38, 274], [40, 272], [41, 271], [42, 270], [43, 269], [44, 268], [45, 267], [47, 265], [48, 264], [49, 263], [50, 262], [52, 260], [53, 259], [54, 258], [57, 256], [58, 255], [59, 254], [60, 253], [61, 252], [66, 250], [67, 249], [70, 246], [71, 245], [72, 244], [73, 243], [74, 242], [75, 241], [76, 240], [77, 239], [78, 238], [80, 236], [82, 234], [83, 233], [84, 232], [87, 230], [88, 229], [89, 228], [90, 227], [91, 226], [92, 225], [93, 224], [94, 223], [95, 219], [96, 218], [97, 217], [98, 216], [99, 215], [101, 212], [102, 211], [103, 210], [106, 207], [107, 206], [108, 205], [109, 204], [112, 152], [113, 151], [114, 150], [115, 149], [116, 148], [118, 147], [119, 146], [120, 145], [121, 144], [123, 142], [124, 141], [125, 140], [126, 139], [127, 138], [128, 137], [129, 136], [130, 135], [158, 203], [159, 202], [160, 201], [162, 199], [163, 198], [164, 197], [165, 196], [169, 194], [170, 193], [171, 192], [177, 186], [178, 185], [179, 184]]",RNAfold
srp_Bruc.meli._AE009624,archiveII,"[[1, 97], [2, 96], [3, 95], [4, 94], [5, 93], [6, 92], [7, 91], [8, 90], [9, 89], [10, 88], [11, 87], [12, 34], [13, 33], [14, 32], [15, 30], [16, 29], [18, 28], [19, 27], [20, 26], [21, 25], [35, 60], [36, 59], [37, 58], [38, 57], [43, 52], [44, 51], [45, 50], [63, 86], [64, 85], [65, 84], [66, 83], [67, 80], [68, 79], [69, 78], [71, 77], [72, 76]]",RNAfold
5s_Sinorhizobium-meliloti-1,archiveII,"[[2, 119], [3, 118], [4, 117], [5, 116], [6, 115], [7, 114], [8, 113], [9, 112], [10, 111], [11, 110], [12, 109], [13, 99], [14, 98], [15, 97], [17, 95], [18, 94], [19, 93], [20, 33], [21, 32], [22, 31], [23, 30], [24, 29], [34, 48], [35, 47], [36, 46], [37, 45], [51, 72], [52, 71], [53, 70], [56, 67], [57, 66], [73, 86], [74, 85], [75, 84], [76, 83], [77, 82]]",RNAfold
RNaseP_A.chroococcum,archiveII,"[[6, 293], [7, 292], [8, 291], [10, 290], [11, 289], [12, 288], [13, 287], [14, 286], [16, 284], [17, 283], [23, 33], [24, 32], [25, 31], [26, 30], [35, 235], [36, 234], [37, 233], [38, 232], [39, 231], [40, 230], [41, 227], [42, 226], [43, 225], [44, 224], [45, 223], [46, 222], [47, 221], [49, 217], [50, 216], [51, 215], [52, 214], [53, 213], [54, 212], [55, 161], [56, 160], [57, 159], [58, 158], [60, 157], [61, 156], [62, 155], [63, 154], [64, 153], [68, 148], [69, 147], [70, 146], [71, 145], [72, 144], [85, 143], [86, 142], [87, 141], [91, 140], [92, 139], [93, 138], [94, 137], [100, 113], [101, 112], [102, 111], [103, 110], [118, 136], [119, 135], [120, 134], [121, 133], [122, 132], [123, 131], [163, 211], [164, 210], [165, 209], [168, 207], [169, 206], [171, 204], [172, 203], [173, 202], [176, 200], [177, 199], [178, 198], [179, 197], [186, 194], [187, 193], [239, 258], [240, 257], [241, 256], [242, 255], [243, 254], [244, 253], [245, 252], [246, 251], [259, 281], [260, 280], [262, 278], [263, 277], [264, 276], [265, 275], [266, 274]]",RNAfold
tRNA_tdbR00000273-Mycoplasma_capricolum-2095-Met-CAU,archiveII,"[[1, 73], [2, 72], [3, 71], [4, 70], [5, 69], [6, 68], [7, 67], [8, 22], [9, 21], [10, 20], [11, 19], [12, 18], [23, 49], [24, 48], [26, 46], [28, 44], [29, 43], [30, 42], [31, 41], [32, 40], [50, 66], [51, 65], [52, 64], [53, 63], [54, 62]]",RNAfold
tmRNA_Idio.loih._AE017340_1-359,archiveII,"[[1, 355], [2, 354], [3, 353], [4, 352], [5, 351], [6, 350], [7, 349], [20, 328], [21, 327], [23, 325], [24, 324], [25, 323], [26, 322], [27, 321], [29, 320], [35, 314], [36, 313], [39, 310], [40, 309], [41, 308], [42, 304], [43, 303], [44, 302], [45, 301], [46, 300], [47, 299], [48, 66], [49, 65], [50, 64], [51, 63], [52, 62], [53, 61], [70, 208], [71, 207], [72, 206], [73, 205], [74, 204], [75, 203], [76, 202], [77, 201], [85, 106], [86, 105], [87, 104], [88, 103], [89, 102], [90, 101], [91, 99], [108, 135], [109, 134], [110, 133], [112, 132], [113, 131], [114, 130], [115, 129], [116, 128], [117, 127], [136, 176], [137, 175], [138, 174], [139, 173], [140, 172], [141, 171], [143, 166], [144, 165], [145, 164], [146, 163], [147, 159], [148, 158], [149, 157], [186, 199], [187, 198], [188, 197], [189, 196], [209, 240], [210, 239], [211, 238], [212, 237], [213, 236], [214, 235], [215, 226], [216, 225], [217, 224], [243, 279], [244, 278], [245, 277], [246, 276], [247, 275], [248, 274], [250, 273], [251, 272], [252, 271], [253, 270], [255, 268], [256, 267], [257, 266], [332, 348], [333, 347], [334, 346], [335, 345], [336, 344]]",RNAfold
srp_Bran.flor._GSP-7739,archiveII,"[[4, 23], [5, 22], [6, 21], [7, 20], [8, 19], [9, 18], [10, 17], [24, 44], [25, 43], [28, 41], [29, 40], [30, 39], [31, 38], [32, 37], [46, 296], [47, 295], [48, 294], [49, 293], [50, 292], [51, 291], [52, 290], [53, 289], [55, 288], [58, 285], [59, 284], [60, 283], [61, 282], [62, 281], [66, 275], [67, 274], [68, 273], [69, 272], [70, 271], [71, 270], [72, 269], [77, 268], [78, 267], [79, 266], [81, 264], [82, 263], [83, 262], [84, 261], [85, 260], [86, 259], [88, 257], [89, 256], [91, 255], [92, 254], [93, 253], [94, 252], [95, 251], [102, 247], [103, 246], [104, 245], [105, 244], [106, 243], [107, 242], [108, 241], [109, 237], [110, 236], [112, 235], [113, 234], [114, 233], [115, 232], [116, 231], [120, 226], [121, 225], [122, 224], [123, 223], [124, 222], [125, 221], [126, 220], [127, 166], [128, 165], [129, 164], [130, 163], [132, 161], [133, 160], [134, 159], [135, 158], [136, 157], [138, 155], [139, 154], [140, 153], [142, 151], [143, 150], [144, 149], [173, 219], [175, 218], [176, 217], [177, 216], [178, 215], [179, 214], [186, 209], [187, 208], [188, 207], [193, 202], [194, 201], [195, 200]]",RNAfold
RNaseP_H.pylori-26695,archiveII,"[[2, 312], [3, 311], [4, 310], [5, 309], [6, 308], [7, 307], [8, 306], [9, 305], [10, 304], [14, 301], [15, 300], [16, 299], [17, 298], [18, 297], [19, 32], [20, 31], [21, 30], [22, 29], [23, 28], [34, 42], [35, 41], [36, 40], [45, 203], [46, 202], [47, 201], [48, 200], [49, 199], [50, 198], [63, 77], [64, 76], [65, 75], [66, 74], [67, 73], [68, 72], [79, 90], [80, 89], [81, 88], [82, 87], [92, 193], [93, 192], [94, 191], [99, 188], [100, 187], [101, 186], [102, 185], [104, 184], [105, 183], [106, 182], [107, 181], [116, 135], [117, 134], [118, 133], [119, 132], [120, 131], [121, 130], [122, 129], [140, 158], [141, 157], [142, 156], [143, 155], [144, 154], [145, 153], [160, 179], [161, 178], [162, 177], [163, 176], [164, 175], [165, 174], [166, 173], [167, 172], [206, 240], [207, 239], [208, 238], [209, 237], [210, 236], [211, 235], [216, 233], [217, 232], [220, 231], [221, 230], [222, 229], [243, 270], [244, 269], [245, 268], [247, 266], [248, 265], [249, 264], [250, 263], [251, 262], [252, 261], [253, 260], [254, 259], [274, 287], [275, 286], [276, 285], [277, 284], [278, 283]]",RNAfold
srp_Phyt.infe._CV919934,archiveII,"[[2, 46], [3, 45], [4, 44], [5, 43], [6, 42], [7, 40], [8, 39], [9, 38], [10, 37], [13, 35], [14, 34], [16, 33], [17, 32], [18, 31], [19, 30], [20, 29], [21, 28], [48, 247], [49, 246], [50, 245], [51, 244], [52, 243], [53, 242], [56, 79], [57, 78], [58, 77], [59, 76], [61, 75], [62, 74], [63, 73], [64, 72], [65, 71], [66, 70], [81, 91], [82, 90], [83, 89], [93, 240], [94, 239], [95, 238], [96, 237], [97, 236], [98, 235], [99, 234], [100, 230], [101, 229], [102, 228], [104, 227], [105, 226], [106, 225], [107, 224], [108, 223], [110, 220], [111, 219], [112, 218], [113, 217], [114, 216], [115, 215], [116, 214], [117, 213], [118, 212], [119, 158], [120, 157], [121, 156], [122, 155], [124, 153], [125, 152], [126, 151], [127, 150], [129, 148], [130, 147], [131, 146], [132, 145], [134, 143], [135, 142], [136, 141], [169, 192], [170, 191], [172, 189], [173, 188], [174, 187], [175, 186], [176, 184], [177, 183], [178, 182], [198, 210], [199, 209], [200, 208], [201, 207]]",RNAfold
srp_Buch.aphi._AE014122,archiveII,"[[1, 110], [2, 109], [3, 108], [4, 107], [5, 106], [6, 105], [7, 104], [8, 103], [9, 102], [10, 101], [13, 98], [14, 97], [15, 96], [16, 95], [17, 93], [18, 91], [19, 90], [20, 89], [21, 88], [22, 87], [23, 85], [24, 84], [26, 81], [27, 80], [31, 75], [32, 74], [33, 73], [34, 72], [35, 71], [36, 70], [42, 67], [43, 66], [44, 65], [45, 64], [50, 59], [51, 58], [52, 57]]",RNAfold
tmRNA_Shig.boyd._CP000036_1-363,archiveII,"[[1, 359], [2, 358], [3, 357], [4, 356], [5, 355], [6, 354], [7, 353], [13, 210], [14, 209], [16, 207], [17, 206], [18, 205], [20, 203], [21, 202], [22, 201], [24, 199], [25, 198], [26, 197], [27, 196], [28, 195], [35, 54], [36, 53], [37, 52], [40, 49], [41, 48], [42, 47], [55, 78], [56, 77], [57, 76], [58, 75], [59, 74], [60, 73], [87, 98], [88, 97], [89, 96], [90, 95], [108, 137], [109, 136], [110, 135], [111, 134], [112, 133], [113, 132], [114, 130], [115, 129], [116, 128], [117, 127], [138, 181], [139, 180], [140, 179], [141, 178], [142, 177], [143, 176], [144, 171], [145, 170], [146, 169], [147, 168], [148, 167], [151, 164], [152, 163], [153, 162], [213, 245], [214, 244], [215, 243], [216, 242], [217, 241], [218, 240], [219, 236], [220, 235], [221, 234], [222, 233], [248, 283], [249, 282], [250, 281], [251, 280], [252, 279], [253, 278], [254, 277], [255, 276], [256, 275], [257, 274], [259, 272], [260, 271], [261, 270], [286, 306], [287, 305], [288, 304], [289, 303], [292, 300], [293, 299], [310, 335], [311, 334], [313, 333], [314, 332], [315, 331], [316, 330], [317, 329], [318, 328], [320, 325], [336, 352], [337, 351], [338, 350], [339, 349], [340, 348]]",RNAfold
RNaseP_S.glauca-K202,archiveII,"[[8, 336], [10, 335], [11, 334], [12, 333], [13, 332], [14, 331], [16, 325], [17, 324], [18, 323], [19, 322], [20, 321], [22, 177], [23, 176], [24, 175], [27, 172], [28, 171], [29, 170], [30, 169], [31, 47], [32, 46], [33, 45], [34, 44], [35, 43], [36, 42], [37, 41], [48, 59], [49, 58], [50, 57], [51, 56], [61, 71], [62, 70], [83, 113], [84, 112], [85, 111], [86, 107], [87, 106], [88, 105], [89, 104], [90, 103], [91, 102], [92, 101], [93, 100], [94, 99], [119, 137], [120, 136], [121, 135], [122, 134], [123, 133], [124, 132], [138, 162], [139, 161], [140, 160], [141, 158], [142, 157], [143, 156], [144, 155], [145, 154], [146, 153], [147, 152], [181, 212], [182, 211], [183, 210], [184, 208], [185, 207], [186, 206], [187, 205], [188, 204], [191, 202], [192, 201], [193, 200], [194, 199], [213, 246], [214, 245], [215, 244], [216, 243], [217, 242], [218, 241], [219, 240], [220, 239], [221, 238], [225, 237], [226, 236], [227, 235], [228, 234], [229, 233], [247, 299], [248, 298], [249, 297], [250, 296], [252, 295], [253, 294], [254, 293], [255, 292], [256, 291], [257, 289], [258, 288], [259, 287], [262, 281], [263, 280], [264, 279], [265, 278], [266, 277], [267, 276], [268, 275], [269, 274], [303, 320], [304, 319], [305, 318], [306, 317], [307, 316], [308, 315], [309, 314]]",RNAfold
tRNA_tdbR00000114-Staphylococcus_epidermidis-1282-Gly-UCC,archiveII,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [11, 24], [12, 23], [13, 22], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [32, 38], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60]]",RNAfold
5s_Thermococcus-kodakarensis-2,archiveII,"[[1, 124], [2, 123], [3, 122], [5, 121], [6, 120], [7, 119], [8, 118], [9, 117], [10, 116], [11, 115], [16, 68], [17, 67], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [23, 60], [27, 55], [28, 54], [31, 51], [32, 50], [33, 49], [34, 48], [37, 45], [38, 44], [39, 43], [69, 114], [70, 113], [71, 112], [72, 111], [73, 110], [74, 109], [75, 108], [76, 107], [82, 102], [83, 101], [84, 100], [85, 99], [86, 98], [87, 97], [89, 96], [90, 95]]",RNAfold
5s_Akkesiphycus-lubricum-1,archiveII,"[[1, 118], [2, 117], [3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [8, 111], [9, 110], [14, 65], [15, 64], [16, 62], [17, 61], [18, 60], [19, 59], [20, 58], [21, 57], [25, 52], [26, 51], [29, 48], [30, 47], [31, 46], [32, 45], [66, 109], [67, 108], [68, 107], [69, 106], [70, 105], [71, 104], [72, 102], [73, 101], [78, 98], [79, 97], [80, 96], [81, 95], [82, 94], [84, 93], [85, 92], [86, 91]]",RNAfold
5s_Geobacillus-stearothermophilus-2,archiveII,"[[1, 116], [2, 115], [3, 114], [4, 113], [5, 112], [6, 111], [7, 110], [8, 109], [9, 108], [10, 107], [14, 66], [15, 65], [16, 63], [17, 62], [18, 61], [19, 60], [20, 59], [21, 58], [24, 54], [25, 53], [26, 52], [29, 49], [30, 48], [31, 47], [32, 46], [33, 43], [34, 42], [67, 106], [68, 105], [69, 104], [71, 102], [72, 101], [77, 96], [78, 95], [80, 93], [81, 92], [82, 91], [83, 90], [84, 89]]",RNAfold
srp_Yarr.lipo._X51658,archiveII,"[[2, 12], [3, 11], [4, 10], [18, 266], [19, 265], [20, 264], [21, 263], [22, 261], [23, 260], [27, 257], [28, 256], [29, 255], [30, 254], [31, 253], [32, 252], [34, 251], [35, 250], [36, 249], [37, 248], [38, 247], [39, 246], [40, 245], [45, 70], [46, 69], [47, 68], [48, 67], [49, 66], [53, 65], [54, 64], [55, 63], [56, 62], [57, 61], [74, 235], [75, 234], [76, 233], [77, 232], [78, 231], [79, 230], [80, 229], [81, 228], [82, 227], [83, 226], [84, 225], [85, 224], [86, 223], [87, 219], [88, 218], [89, 217], [92, 215], [93, 214], [94, 213], [98, 207], [99, 206], [100, 205], [101, 204], [102, 203], [103, 202], [104, 201], [105, 200], [107, 149], [108, 148], [109, 147], [110, 146], [111, 145], [112, 144], [114, 142], [115, 141], [116, 140], [117, 139], [118, 138], [119, 137], [120, 136], [122, 133], [123, 132], [124, 131], [125, 130], [158, 199], [159, 198], [160, 197], [161, 196], [162, 195], [163, 194], [164, 193], [168, 191], [169, 190], [170, 189], [174, 185], [175, 184], [176, 183], [177, 182]]",RNAfold
5s_Neurospora-intermedia-3,archiveII,"[[1, 119], [2, 118], [3, 117], [4, 116], [5, 115], [6, 114], [7, 113], [8, 112], [9, 111], [14, 66], [15, 65], [16, 63], [17, 62], [18, 61], [19, 60], [20, 59], [21, 58], [26, 52], [27, 51], [29, 48], [30, 47], [31, 46], [32, 45], [67, 110], [68, 109], [69, 108], [70, 107], [71, 106], [79, 99], [80, 98], [81, 97], [82, 96], [83, 95], [85, 94], [86, 93], [87, 92]]",RNAfold
tRNA_tdbR00000307-Moloney_murine_leukemia_virus-11801-Pro-IGG,archiveII,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [8, 64], [10, 62], [16, 49], [17, 48], [18, 47], [24, 44], [25, 43], [26, 42], [27, 41], [28, 40], [29, 39], [30, 38], [50, 61], [51, 60], [52, 59], [53, 58]]",RNAfold
RNaseP_C.tepidum-g,archiveII,"[[1, 381], [2, 380], [3, 379], [4, 378], [5, 377], [6, 376], [8, 375], [9, 374], [10, 373], [11, 372], [12, 370], [13, 369], [14, 368], [16, 367], [17, 366], [18, 365], [19, 364], [20, 363], [21, 41], [22, 40], [23, 39], [24, 38], [25, 37], [26, 36], [27, 35], [28, 34], [29, 33], [43, 51], [44, 50], [45, 49], [55, 242], [56, 241], [57, 240], [58, 239], [62, 237], [63, 236], [64, 235], [66, 234], [67, 233], [68, 232], [72, 99], [73, 98], [74, 97], [75, 96], [76, 95], [77, 94], [80, 91], [81, 90], [82, 89], [83, 88], [100, 223], [102, 221], [103, 220], [104, 219], [105, 218], [107, 217], [108, 216], [109, 215], [110, 214], [114, 211], [115, 210], [116, 209], [117, 208], [118, 206], [119, 205], [120, 204], [121, 203], [122, 202], [123, 201], [132, 145], [133, 144], [134, 143], [147, 175], [148, 174], [149, 173], [150, 169], [151, 168], [152, 167], [153, 166], [154, 165], [155, 164], [156, 163], [181, 199], [182, 198], [184, 196], [185, 195], [186, 194], [246, 311], [247, 310], [248, 309], [249, 308], [256, 302], [257, 301], [258, 300], [259, 299], [260, 298], [261, 297], [262, 296], [263, 295], [264, 277], [265, 276], [266, 275], [267, 274], [268, 273], [281, 293], [282, 292], [283, 291], [284, 290], [312, 330], [313, 329], [314, 328], [315, 326], [316, 325], [317, 324], [333, 353], [334, 352], [335, 351], [336, 350], [337, 349], [338, 348], [339, 347], [340, 346]]",RNAfold
tRNA_tdbR00000170-Saccharomyces_cerevisiae-4932-Ile-IAU,archiveII,"[[1, 73], [2, 72], [3, 71], [4, 70], [5, 69], [6, 68], [7, 67], [9, 66], [10, 65], [11, 64], [12, 19], [13, 18], [29, 43], [30, 42], [31, 41], [32, 40], [44, 63], [45, 62], [46, 61], [47, 60], [48, 59], [49, 58]]",RNAfold
srp_Tric.eryt._CP000393,archiveII,"[[1, 94], [2, 93], [3, 92], [4, 91], [5, 90], [6, 89], [7, 88], [8, 87], [10, 84], [11, 83], [12, 82], [13, 81], [14, 80], [15, 79], [17, 76], [18, 75], [19, 74], [20, 73], [21, 72], [22, 71], [23, 70], [24, 68], [25, 67], [26, 65], [27, 64], [28, 63], [34, 59], [35, 58], [36, 57], [37, 56], [42, 51], [43, 50], [44, 49]]",RNAfold
tRNA_tdbR00000466-Saccharomyces_cerevisiae-4932-Val-AC,archiveII,"[[1, 13], [2, 12], [4, 10], [5, 9], [15, 75], [16, 74], [17, 73], [18, 72], [19, 71], [20, 70], [21, 69], [22, 68], [23, 67], [24, 49], [25, 48], [26, 46], [28, 44], [29, 43], [30, 42], [31, 41], [32, 40], [50, 66], [51, 65], [52, 64], [53, 63], [54, 62]]",RNAfold
